work_year,experience_level,employment_type,job_title, salary_in_usd ,employee_residence,remote_ratio,company_location,company_size
2022,Mid-level,Full-Time,Data Scientist,"$110,820 ",United Kingdom,On-site,United Kingdom,Medium
2021,Entry-level,Part-Time,Computer Vision Software Engineer,"$19,073 ",Denmark,Partially Remote,Denmark,Large
2022,Senior-level,Full-Time,Data Scientist,"$191,475 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$141,525 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$191,475 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$141,525 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$191,475 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$141,525 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Specialist,"$95,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Specialist,"$70,000 ",United States,Remote,United States,Medium
2022,Mid-level,Full-Time,Applied Machine Learning Scientist,"$75,000 ",Bolivia,Remote,United States,Medium
2022,Mid-level,Contract,Analytics Engineer,"$7,500 ",Bolivia,Partially Remote,Bolivia,Medium
2022,Mid-level,Full-Time,Data Analyst,"$113,000 ",United States,On-site,United States,Large
2022,Senior-level,Full-Time,Data Scientist,"$170,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$130,000 ",United States,Remote,United States,Medium
2022,Mid-level,Full-Time,Data Analytics Consultant,"$113,000 ",United States,Remote,United States,Large
2022,Mid-level,Full-Time,Product Data Analyst,"$140,000 ",United States,Remote,United States,Medium
2021,Senior-level,Full-Time,Data Analyst,"$50,000 ",Philippines,Remote,Philippines,Small
2022,Mid-level,Full-Time,BI Data Analyst,"$53,368 ",Australia,Remote,Australia,Medium
2022,Senior-level,Full-Time,Data Scientist,"$175,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$140,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Lead Data Scientist,"$29,944 ",Portugal,Partially Remote,Portugal,Small
2022,Senior-level,Full-Time,Analytics Engineer,"$250,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Analytics Engineer,"$63,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$160,000 ",United States,On-site,United States,Large
2022,Senior-level,Full-Time,Data Scientist,"$119,300 ",United States,On-site,United States,Large
2022,Mid-level,Full-Time,Research Scientist,"$145,000 ",United States,Partially Remote,United States,Large
2022,Senior-level,Full-Time,Data Engineer,"$105,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$90,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,ETL Developer,"$146,200 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,ETL Developer,"$124,270 ",United States,Remote,United States,Medium
2022,Mid-level,Full-Time,Data Scientist,"$225,000 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,Data Scientist,"$160,000 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,Data Scientist,"$54,634 ",Netherlands,Remote,Netherlands,Small
2022,Senior-level,Full-Time,Data Engineer,"$185,800 ",Canada,Remote,Canada,Medium
2022,Senior-level,Full-Time,Data Engineer,"$137,400 ",Canada,Remote,Canada,Medium
2022,Senior-level,Full-Time,Analytics Engineer,"$245,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Analytics Engineer,"$180,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Analytics Engineer,"$203,500 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Analytics Engineer,"$152,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$250,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$63,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Machine Learning Infrastructure Engineer,"$186,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Machine Learning Infrastructure Engineer,"$148,800 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Lead Machine Learning Engineer,"$95,386 ",India,Partially Remote,India,Large
2022,Mid-level,Full-Time,Machine Learning Engineer,"$128,058 ",United Kingdom,Partially Remote,United Kingdom,Large
2022,Entry-level,Full-Time,Data Scientist,"$82,000 ",United States,On-site,United States,Large
2022,Entry-level,Part-Time,Data Scientist,"$110,000 ",Dominican Republic,Remote,France,Medium
2022,Mid-level,Full-Time,Applied Machine Learning Scientist,"$173,000 ",United States,Partially Remote,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$203,500 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$152,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Machine Learning Engineer,"$186,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Machine Learning Engineer,"$148,800 ",United States,Remote,United States,Medium
2022,Entry-level,Full-Time,BI Data Analyst,"$6,270 ",Brazil,Remote,Brazil,Large
2022,Mid-level,Full-Time,Data Science Manager,"$158,000 ",United States,Remote,United States,Medium
2022,Mid-level,Full-Time,Data Science Manager,"$134,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$170,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$120,000 ",United States,Remote,United States,Medium
2022,Expert,Full-Time,Analytics Engineer,"$200,000 ",United States,Remote,United States,Medium
2022,Expert,Full-Time,Analytics Engineer,"$150,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Analyst,"$216,200 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Analyst,"$144,100 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,Data Scientist,"$115,573 ",Netherlands,On-site,Netherlands,Medium
2022,Mid-level,Full-Time,Data Scientist,"$89,306 ",Netherlands,On-site,Netherlands,Medium
2022,Senior-level,Full-Time,ETL Developer,"$250,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,ETL Developer,"$63,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$135,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$85,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Machine Learning Engineer,"$135,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Machine Learning Engineer,"$85,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Science Manager,"$206,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Science Manager,"$175,100 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Machine Learning Engineer,"$189,650 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Machine Learning Engineer,"$164,996 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Architect,"$149,040 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Architect,"$113,900 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$154,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$126,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Machine Learning Engineer,"$200,000 ",United States,Remote,United States,Large
2022,Senior-level,Full-Time,Machine Learning Engineer,"$150,000 ",United States,Remote,United States,Large
2022,Senior-level,Full-Time,Data Engineer,"$195,700 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$130,500 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Analytics Engineer,"$170,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Analytics Engineer,"$135,000 ",United States,Remote,United States,Medium
2022,Mid-level,Full-Time,Data Engineer,"$98,506 ",United Kingdom,On-site,United Kingdom,Medium
2022,Mid-level,Full-Time,Data Engineer,"$73,880 ",United Kingdom,On-site,United Kingdom,Medium
2022,Senior-level,Full-Time,Data Analyst,"$117,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Analyst,"$99,450 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$200,000 ",Puerto Rico,Remote,Puerto Rico,Medium
2022,Senior-level,Full-Time,Data Engineer,"$135,000 ",Puerto Rico,Remote,Puerto Rico,Medium
2022,Senior-level,Full-Time,Machine Learning Engineer,"$193,900 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Machine Learning Engineer,"$129,300 ",United States,On-site,United States,Medium
2022,Entry-level,Full-Time,Machine Learning Engineer,"$55,410 ",United Kingdom,Remote,United Kingdom,Small
2022,Senior-level,Full-Time,Data Analyst,"$86,193 ",United Kingdom,On-site,United Kingdom,Medium
2022,Senior-level,Full-Time,Data Analyst,"$61,566 ",United Kingdom,On-site,United Kingdom,Medium
2022,Senior-level,Full-Time,Data Analyst,"$175,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Analyst,"$130,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$188,100 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$139,860 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Machine Learning Engineer,"$248,700 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Machine Learning Engineer,"$167,100 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,Data Analyst,"$5,723 ",India,Remote,India,Small
2022,Senior-level,Full-Time,Data Scientist,"$123,400 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$88,100 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,BI Data Analyst,"$50,432 ",Germany,Remote,Germany,Small
2022,Senior-level,Full-Time,Data Scientist,"$245,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$205,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$141,300 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$102,100 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Architect,"$141,300 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Architect,"$102,100 ",United States,On-site,United States,Medium
2022,Entry-level,Full-Time,Data Analyst,"$50,000 ",Argentina,Remote,Argentina,Large
2022,Entry-level,Full-Time,Data Scientist,"$84,053 ",Belgium,Remote,Belgium,Large
2022,Mid-level,Full-Time,Lead Data Scientist,"$61,566 ",United Kingdom,Partially Remote,United Kingdom,Small
2022,Senior-level,Full-Time,Data Architect,"$250,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Architect,"$63,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Science Manager,"$189,500 ",United States,Remote,United States,Large
2022,Senior-level,Full-Time,Data Science Manager,"$140,100 ",United States,Remote,United States,Large
2022,Senior-level,Full-Time,Data Engineer,"$177,600 ",United States,Remote,United States,Large
2022,Senior-level,Full-Time,Data Engineer,"$131,300 ",United States,Remote,United States,Large
2022,Mid-level,Full-Time,Data Engineer,"$24,000 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,Data Engineer,"$24,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$250,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$63,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Machine Learning Engineer,"$202,900 ",United States,Remote,United States,Large
2022,Senior-level,Full-Time,Machine Learning Engineer,"$131,300 ",United States,Remote,United States,Large
2022,Senior-level,Full-Time,Data Engineer,"$145,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$115,000 ",United States,Remote,United States,Medium
2022,Entry-level,Full-Time,Machine Learning Engineer,"$115,000 ",United States,Partially Remote,United States,Large
2022,Mid-level,Full-Time,Machine Learning Engineer,"$193,900 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,Machine Learning Engineer,"$129,300 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$180,000 ",United States,Remote,United States,Large
2022,Senior-level,Full-Time,Data Scientist,"$140,000 ",United States,Remote,United States,Large
2022,Mid-level,Full-Time,Data Analyst,"$216,200 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,Data Analyst,"$144,100 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Machine Learning Scientist,"$216,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Machine Learning Scientist,"$144,000 ",United States,On-site,United States,Medium
2022,Entry-level,Full-Time,Data Analyst,"$150,000 ",United States,Remote,United States,Large
2021,Entry-level,Full-Time,Machine Learning Research Engineer,"$12,171 ",India,Remote,India,Medium
2022,Mid-level,Full-Time,Data Scientist,"$53,416 ",India,Remote,Indonesia,Large
2022,Entry-level,Full-Time,Applied Data Scientist,"$50,000 ",Austria,Partially Remote,Austria,Medium
2021,Senior-level,Full-Time,Cloud Data Architect,"$250,000 ",United States,Partially Remote,United States,Large
2022,Expert,Full-Time,Research Scientist,"$84,053 ",Netherlands,On-site,Netherlands,Large
2022,Mid-level,Full-Time,Data Scientist,"$131,752 ",United Kingdom,Remote,United Kingdom,Medium
2022,Senior-level,Full-Time,Analytics Engineer,"$48,000 ",Argentina,Remote,United States,Small
2022,Expert,Full-Time,Data Science Manager,"$260,500 ",United States,On-site,United States,Medium
2022,Expert,Full-Time,Data Science Manager,"$175,100 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$210,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$100,000 ",United States,Remote,United States,Medium
2022,Entry-level,Full-Time,Data Analyst,"$55,000 ",United States,Remote,United States,Small
2022,Mid-level,Full-Time,Data Analyst,"$130,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Applied Machine Learning Scientist,"$77,119 ",France,Remote,United Kingdom,Large
2022,Entry-level,Full-Time,Data Scientist,"$52,008 ",Belgium,Partially Remote,Belgium,Small
2022,Mid-level,Freelance,Applied Machine Learning Scientist,"$30,523 ",India,Remote,India,Small
2022,Senior-level,Full-Time,Data Engineer,"$206,699 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$99,100 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,Analytics Engineer,"$200,000 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,Analytics Engineer,"$54,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$250,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$63,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Architect,"$250,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Architect,"$63,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$250,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$63,000 ",United States,On-site,United States,Medium
2022,Entry-level,Full-Time,Analytics Engineer,"$130,000 ",United States,Partially Remote,United States,Large
2022,Senior-level,Full-Time,Data Engineer,"$100,000 ",United States,On-site,United States,Large
2022,Senior-level,Full-Time,Data Engineer,"$80,000 ",United States,On-site,United States,Large
2022,Senior-level,Full-Time,Data Scientist,"$160,000 ",United States,On-site,United States,Large
2022,Senior-level,Full-Time,Data Scientist,"$100,000 ",United States,On-site,United States,Large
2022,Senior-level,Full-Time,Data Specialist,"$221,300 ",United States,Remote,United States,Large
2022,Senior-level,Full-Time,Data Specialist,"$148,700 ",United States,Remote,United States,Large
2022,Entry-level,Full-Time,Machine Learning Engineer,"$30,000 ",United Kingdom,Remote,United Kingdom,Large
2022,Entry-level,Full-Time,Data Analyst,"$28,368 ",France,Partially Remote,France,Medium
2022,Mid-level,Full-Time,Data Engineer,"$91,118 ",United Kingdom,On-site,United Kingdom,Medium
2022,Mid-level,Full-Time,Data Engineer,"$61,566 ",United Kingdom,On-site,United Kingdom,Medium
2022,Mid-level,Full-Time,Data Scientist,"$60,938 ",Germany,Remote,Germany,Small
2022,Senior-level,Full-Time,Data Science Manager,"$249,260 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Science Manager,"$185,400 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$170,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$130,000 ",United States,Remote,United States,Medium
2022,Mid-level,Full-Time,Data Scientist,"$80,036 ",United Kingdom,Partially Remote,United Kingdom,Medium
2022,Senior-level,Full-Time,Data Analyst,"$128,875 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Analyst,"$93,700 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Machine Learning Engineer,"$180,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Machine Learning Engineer,"$100,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Analyst,"$136,260 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Analyst,"$109,280 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$160,000 ",United States,Remote,United States,Large
2022,Senior-level,Full-Time,Data Scientist,"$92,000 ",United States,Remote,United States,Large
2022,Senior-level,Full-Time,Data Engineer,"$200,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$160,000 ",United States,Remote,United States,Medium
2022,Mid-level,Full-Time,Data Engineer,"$135,446 ",United Kingdom,On-site,United Kingdom,Medium
2022,Mid-level,Full-Time,Data Engineer,"$104,663 ",United Kingdom,On-site,United Kingdom,Medium
2022,Senior-level,Full-Time,Data Analyst,"$117,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Analyst,"$99,450 ",United States,Remote,United States,Medium
2022,Entry-level,Full-Time,Data Engineer,"$129,000 ",United States,Remote,United States,Large
2022,Entry-level,Full-Time,Data Engineer,"$86,000 ",United States,Remote,United States,Large
2020,Entry-level,Full-Time,Data Engineer,"$13,493 ",India,Remote,India,Large
2020,Entry-level,Full-Time,Data Engineer,"$13,493 ",India,Remote,India,Large
2022,Senior-level,Full-Time,Data Scientist,"$160,000 ",United States,On-site,United States,Large
2022,Senior-level,Full-Time,Data Scientist,"$119,300 ",United States,On-site,United States,Large
2022,Senior-level,Full-Time,Business Data Analyst,"$100,000 ",United States,Remote,United States,Large
2022,Mid-level,Full-Time,Data Scientist,"$25,000 ",Turkey,Partially Remote,Turkey,Medium
2022,Mid-level,Full-Time,Data Analyst,"$65,257 ",Singapore,Partially Remote,Singapore,Medium
2022,Mid-level,Full-Time,AI Scientist,"$200,000 ",United States,Remote,United States,Medium
2022,Entry-level,Full-Time,Machine Learning Developer,"$180,000 ",United States,Remote,United States,Large
2022,Mid-level,Full-Time,Data Scientist,"$153,000 ",United States,Remote,United States,Large
2022,Senior-level,Full-Time,Data Engineer,"$210,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$100,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Analyst,"$150,075 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Analyst,"$110,925 ",United States,Remote,United States,Medium
2022,Mid-level,Full-Time,Machine Learning Scientist,"$22,800 ",Egypt,Remote,Egypt,Medium
2022,Senior-level,Full-Time,Data Scientist,"$160,000 ",United States,Remote,United States,Large
2022,Senior-level,Full-Time,Data Scientist,"$92,000 ",United States,Remote,United States,Large
2022,Senior-level,Full-Time,Machine Learning Engineer,"$202,900 ",United States,Remote,United States,Large
2022,Senior-level,Full-Time,Machine Learning Engineer,"$131,300 ",United States,Remote,United States,Large
2020,Entry-level,Full-Time,Data Analyst,"$22,809 ",Portugal,Remote,Portugal,Medium
2022,Entry-level,Full-Time,Data Analyst,"$15,000 ",Indonesia,On-site,Indonesia,Large
2022,Senior-level,Full-Time,Data Engineer,"$175,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$135,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Science Manager,"$133,766 ",Australia,Remote,Australia,Large
2022,Entry-level,Full-Time,Machine Learning Engineer,"$83,000 ",United States,On-site,United States,Large
2022,Mid-level,Full-Time,Data Engineer,"$92,350 ",United Kingdom,Remote,United Kingdom,Medium
2022,Mid-level,Full-Time,Data Engineer,"$67,723 ",United Kingdom,Remote,United Kingdom,Medium
2022,Senior-level,Full-Time,Data Scientist,"$186,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$148,800 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Analyst,"$112,900 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Analyst,"$90,320 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,ML Engineer,"$240,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,ML Engineer,"$160,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Science Manager,"$300,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Science Manager,"$200,000 ",United States,Remote,United States,Medium
2022,Mid-level,Full-Time,Data Engineer,"$65,666 ",Germany,Partially Remote,Germany,Small
2022,Mid-level,Full-Time,AI Scientist,"$200,000 ",India,Remote,United States,Large
2022,Mid-level,Full-Time,Machine Learning Engineer,"$116,976 ",United Kingdom,On-site,United Kingdom,Medium
2022,Mid-level,Full-Time,Machine Learning Engineer,"$92,350 ",United Kingdom,On-site,United Kingdom,Medium
2022,Mid-level,Full-Time,AI Scientist,"$120,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Analyst,"$112,900 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Analyst,"$90,320 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Analytics Manager,"$145,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Analytics Manager,"$105,400 ",United States,Remote,United States,Medium
2020,Entry-level,Full-Time,Data Scientist,"$49,268 ",Germany,On-site,Germany,Small
2022,Mid-level,Full-Time,Data Engineer,"$110,820 ",United Kingdom,On-site,United Kingdom,Medium
2022,Mid-level,Full-Time,Data Engineer,"$92,350 ",United Kingdom,On-site,United Kingdom,Medium
2022,Senior-level,Full-Time,Data Scientist,"$215,300 ",United States,Remote,United States,Large
2022,Senior-level,Full-Time,Data Scientist,"$158,200 ",United States,Remote,United States,Large
2022,Senior-level,Full-Time,Data Engineer,"$209,100 ",United States,Remote,United States,Large
2022,Senior-level,Full-Time,Data Engineer,"$154,600 ",United States,Remote,United States,Large
2022,Senior-level,Full-Time,Data Analyst,"$115,934 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Analyst,"$81,666 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$175,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$155,000 ",United States,Remote,United States,Medium
2022,Mid-level,Full-Time,Machine Learning Engineer,"$84,053 ",France,Remote,Germany,Medium
2022,Senior-level,Full-Time,Data Analyst,"$164,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Analyst,"$132,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$170,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$123,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Machine Learning Engineer,"$189,650 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Machine Learning Engineer,"$164,996 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,ETL Developer,"$52,533 ",Greece,On-site,Greece,Medium
2022,Mid-level,Full-Time,ETL Developer,"$52,533 ",Greece,On-site,Greece,Medium
2022,Expert,Full-Time,Lead Data Engineer,"$115,222 ",Canada,Remote,Canada,Small
2022,Senior-level,Full-Time,Data Engineer,"$165,400 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$132,320 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Architect,"$208,775 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Architect,"$147,800 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$136,994 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Engineer,"$101,570 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Analyst,"$128,875 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Analyst,"$93,700 ",United States,Remote,United States,Medium
2022,Expert,Full-Time,Head of Machine Learning,"$76,309 ",India,Partially Remote,India,Large
2022,Entry-level,Full-Time,Machine Learning Engineer,"$35,093 ",United Kingdom,Remote,United Kingdom,Large
2022,Senior-level,Full-Time,Data Engineer,"$183,600 ",United States,Remote,United States,Large
2022,Senior-level,Full-Time,Data Engineer,"$100,800 ",United States,Remote,United States,Large
2022,Mid-level,Full-Time,Data Analyst,"$49,253 ",United Kingdom,Remote,United Kingdom,Medium
2022,Mid-level,Full-Time,Data Analyst,"$36,940 ",United Kingdom,Remote,United Kingdom,Medium
2022,Mid-level,Full-Time,Data Analyst,"$42,026 ",Spain,Remote,Spain,Medium
2022,Mid-level,Full-Time,Data Analyst,"$31,520 ",Spain,Remote,Spain,Medium
2022,Mid-level,Full-Time,Data Engineer,"$84,053 ",Spain,Remote,Spain,Medium
2022,Mid-level,Full-Time,Data Engineer,"$73,546 ",Spain,Remote,Spain,Medium
2022,Mid-level,Full-Time,Data Engineer,"$98,506 ",United Kingdom,Remote,United Kingdom,Medium
2022,Mid-level,Full-Time,Data Engineer,"$86,193 ",United Kingdom,Remote,United Kingdom,Medium
2022,Mid-level,Full-Time,Data Engineer,"$84,053 ",Greece,Remote,Greece,Medium
2022,Mid-level,Full-Time,Data Engineer,"$73,546 ",Greece,Remote,Greece,Medium
2022,Senior-level,Full-Time,Machine Learning Engineer,"$189,650 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,Machine Learning Engineer,"$164,996 ",United States,On-site,United States,Medium
2022,Mid-level,Full-Time,Data Analyst,"$42,026 ",Greece,Remote,Greece,Medium
2022,Mid-level,Full-Time,Data Analyst,"$31,520 ",Greece,Remote,Greece,Medium
2022,Mid-level,Full-Time,Data Engineer,"$92,350 ",United Kingdom,Remote,United Kingdom,Medium
2022,Mid-level,Full-Time,Data Engineer,"$73,880 ",United Kingdom,Remote,United Kingdom,Medium
2022,Senior-level,Full-Time,Data Scientist,"$215,300 ",United States,On-site,United States,Large
2022,Senior-level,Full-Time,Data Scientist,"$140,400 ",United States,On-site,United States,Large
2022,Mid-level,Full-Time,Data Engineer,"$63,040 ",Spain,Remote,Spain,Medium
2022,Mid-level,Full-Time,Data Engineer,"$47,280 ",Spain,Remote,Spain,Medium
2022,Senior-level,Full-Time,Data Scientist,"$260,000 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Data Scientist,"$180,000 ",United States,Remote,United States,Medium
2022,Mid-level,Full-Time,Data Scientist,"$67,723 ",United Kingdom,On-site,United Kingdom,Medium
2022,Mid-level,Full-Time,Data Scientist,"$43,096 ",United Kingdom,On-site,United Kingdom,Medium
2022,Mid-level,Full-Time,Data Engineer,"$63,040 ",Greece,Remote,Greece,Medium
2022,Mid-level,Full-Time,Data Engineer,"$47,280 ",Greece,Remote,Greece,Medium
2022,Mid-level,Full-Time,Data Engineer,"$73,880 ",United Kingdom,Remote,United Kingdom,Medium
2022,Mid-level,Full-Time,Data Engineer,"$55,410 ",United Kingdom,Remote,United Kingdom,Medium
